Date,Close,High,Low,Open,Volume
,BTC-INR,BTC-INR,BTC-INR,BTC-INR,BTC-INR
2020-02-20,690676.4375,690410.4375,684231.1875,689694.625,3229317556344
2020-02-21,696334.0625,697942.375,689003.875,690914.125,2942394734316
2020-02-22,694662.0,697181.5625,690172.375,696425.0,2576306033277
2020-02-23,713421.3125,714347.8125,694274.4375,694671.8125,2960586740983
2020-02-24,695287.375,715378.75,687787.6875,713210.5625,3248013719116
2020-02-25,671481.8125,695472.0,668640.1875,695369.375,3055996911238
2020-02-26,632196.0,672421.4375,623430.1875,671236.3125,3613771726795
2020-02-27,629795.5,640131.1875,614757.875,632523.625,3259940210164
2020-02-28,625934.4375,637712.875,613249.0625,630099.125,3219398385705
2020-02-29,620669.5625,633381.25,620669.5625,625844.75,2583315931864
2020-03-01,617995.125,629856.5625,611409.75,620687.5625,2551325933363
2020-03-02,642377.0,645929.5,615842.625,618053.625,3103924211388
2020-03-03,645247.625,651223.125,637684.0625,642066.875,3112265802482
2020-03-04,643466.8125,650208.5,639858.4375,645303.125,2553709184527
2020-03-05,670517.5,674889.3125,643614.375,643837.125,2931923641126
2020-03-06,675041.0,678042.875,667335.3125,670483.9375,3021067057513
2020-03-07,659383.8125,678126.9375,657962.1875,674971.0625,2680244797086
2020-03-08,600030.75,659708.6875,599818.8125,659254.4375,2958158096970
2020-03-09,589784.625,605200.0625,571518.875,600255.0,3493684877489
2020-03-10,587119.4375,600579.75,577471.9375,589673.125,3133435305103
2020-03-11,586831.125,585056.6875,565759.1875,587146.1875,2869297784475
2020-03-12,370008.5625,588143.0,361788.21875,586993.3125,4018114259958
2020-03-13,411486.1875,430809.0625,309974.40625,373510.28125,5484560705892
2020-03-14,384613.875,416036.125,379045.0,412179.25,2673951109815
2020-03-15,398630.21875,431477.59375,382315.03125,384665.6875,2513315070237
2020-03-16,372605.9375,398106.4375,339365.6875,398106.4375,3371116571879
2020-03-17,386826.6875,397345.53125,370185.75,371721.5625,2859037281017
2020-03-18,392791.21875,399461.0,376360.15625,386936.5625,2840247197207
2020-03-19,465331.3125,475737.875,390219.625,393314.4375,3833225202041
2020-03-20,468767.71875,514568.625,443687.71875,465365.9375,4117119404610
2020-03-21,467730.8125,482331.15625,448655.53125,469353.3125,3213536323732
2020-03-22,440398.625,480936.84375,439904.5625,467767.96875,3028999232746
2020-03-23,491303.625,493379.84375,440036.40625,440483.21875,3559932500014
2020-03-24,511582.4375,516593.65625,488411.0625,492860.15625,3662984556575
2020-03-25,506731.90625,523761.90625,497116.90625,511879.65625,3381981322869
2020-03-26,501893.40625,510282.125,496497.1875,506285.0,2639310730541
2020-03-27,484432.59375,506582.34375,484200.75,502113.71875,2589631263294
2020-03-28,467390.5,484260.625,458079.21875,484242.125,2612066174564
2020-03-29,446500.71875,468010.0,446353.15625,467647.375,2139274122502
2020-03-30,484874.40625,491463.03125,445531.84375,446764.25,2797835689929
2020-03-31,485055.25,490440.46875,481058.0,484932.0625,2469968431239
2020-04-01,505986.5625,506430.5625,475039.78125,484955.40625,3089971401987
2020-04-02,517483.96875,540461.0,503136.65625,505986.5625,3630406736589
2020-04-03,514565.46875,534118.125,510159.78125,517771.28125,2978584504685
2020-04-04,524816.4375,525689.625,511745.34375,514947.21875,2536073247574
2020-04-05,517755.6875,526030.5,513231.3125,524435.125,2249873617919
2020-04-06,552472.875,552472.875,517127.5,517520.90625,3562987919810
2020-04-07,542859.875,560828.0,539678.3125,552614.4375,3346798246409
2020-04-08,557164.125,557804.0,541362.1875,543076.875,2853642504983
2020-04-09,554308.9375,557722.5,547764.875,557457.9375,2642852030110
2020-04-10,522989.25,554439.9375,517736.4375,554439.9375,3323035346805
2020-04-11,522500.9375,527603.75,517232.40625,523137.5625,2378389230086
2020-04-12,531033.3125,542372.625,518844.0625,522423.625,2724038524943
2020-04-13,521994.03125,530616.25,508771.53125,530616.25,2945060203318
2020-04-14,519791.875,528885.125,517808.09375,521860.125,2591233233184
2020-04-15,508125.40625,526873.0,507432.75,520029.9375,2470075166840
2020-04-16,546993.3125,548413.8125,501604.90625,507998.71875,3595731939128
2020-04-17,542858.125,548289.5,539879.0625,546973.9375,2487276902909
2020-04-18,555218.625,556158.9375,542327.4375,542560.3125,2482242358712
2020-04-19,550494.25,556967.1875,548286.8125,555467.8125,2397499397498
2020-04-20,527109.1875,554054.375,523975.46875,550298.9375,2891160922977
2020-04-21,529577.8125,532105.5,525722.4375,526942.625,2508429145106
2020-04-22,543825.8125,546419.25,528578.875,529509.8125,2540567846883
2020-04-23,564617.4375,569225.8125,539298.8125,544139.0,3305815851640
2020-04-24,576269.6875,578047.5,564956.1875,564956.1875,2643390413079
2020-04-25,577601.25,583173.625,573918.625,576237.75,2513505495484
2020-04-26,585831.8125,587412.875,576950.5625,577616.75,2522640989786
2020-04-27,593921.875,593921.875,585797.625,585797.625,2755078087712
2020-04-28,593896.1875,594383.875,588210.75,594026.25,2524664530717
2020-04-29,662441.8125,667758.25,591778.6875,593869.875,4531248917812
2020-04-30,652947.5625,707954.4375,643129.3125,662188.3125,5049849053234
2020-05-01,672472.375,684844.9375,653642.0,654020.5,3342983996778
2020-05-02,681614.25,683024.0625,664460.75,672797.8125,3043430828238
2020-05-03,672054.6875,691337.8125,667630.25,681236.4375,3557750820810
2020-05-04,674153.1875,677503.125,654676.875,671924.5,3458169567407
2020-05-05,683718.375,684506.8125,670900.3125,674166.5625,3276815070336
2020-05-06,706511.875,717596.6875,680948.6875,684050.3125,3763374549946
2020-05-07,753450.375,756565.5625,695609.125,705988.4375,4626970896226
2020-05-08,742885.0625,757394.25,738056.4375,752287.75,3908203739214
2020-05-09,724377.5625,748843.625,723377.0,742752.25,3515928463491
2020-05-10,661405.1875,724504.75,634124.4375,724171.625,4783189168963
2020-05-11,653199.75,685381.1875,636116.9375,661337.5,4337544989759
2020-05-12,663584.6875,672719.0625,650758.1875,653852.0625,3176254477757
2020-05-13,699292.625,702900.625,663653.25,663653.25,3436733309707
2020-05-14,734847.1875,739127.375,698492.375,699393.8125,4259948658528
2020-05-15,707795.625,736516.125,702727.125,734890.125,3654145444192
2020-05-16,711499.6875,725703.1875,702673.6875,708178.25,2744073980712
2020-05-17,733332.25,745339.9375,709415.5,711341.5625,3039589088530
2020-05-18,735426.3125,751174.4375,727210.4375,733708.0625,3162549922026
2020-05-19,736585.4375,744117.625,721839.4375,735463.25,2971942216781
2020-05-20,719366.0,742369.875,713875.875,736304.6875,2760702947130
2020-05-21,686917.1875,721803.0,670624.375,719347.8125,2974512568234
2020-05-22,697830.8125,701472.3125,683291.75,686809.25,2265472549485
2020-05-23,699860.6875,706944.5,692931.5625,698019.6875,2107181844772
2020-05-24,668024.0625,705873.125,667787.1875,700088.3125,2471266521789
2020-05-25,675890.25,679157.5625,661574.3125,667700.25,2374258010573
2020-05-26,666958.125,680399.8125,661631.0625,676091.4375,2233310272631
2020-05-27,696799.8125,698497.9375,666890.5625,667133.9375,2484865966578
2020-05-28,721099.1875,722656.25,692675.375,697097.8125,2601586919259
2020-05-29,712872.875,724728.5,709007.6875,721296.375,2484459676437
2020-05-30,732606.3125,732879.4375,707405.375,712857.0,2471343796184
2020-05-31,714529.4375,732601.0,712357.25,732583.0,2097527730099
2020-06-01,767767.0,770001.875,713482.375,714721.75,2657995735718
2020-06-02,715364.75,763553.9375,709429.875,767442.6875,2937878923652
2020-06-03,727420.75,729389.9375,712922.25,715661.75,1883760640927
2020-06-04,739536.4375,745624.75,719737.1875,727355.75,1956007567122
2020-06-05,730371.125,745899.25,730684.625,739504.6875,1776493333836
2020-06-06,729475.4375,738524.5,724741.0,730323.6875,1544418929326
2020-06-07,736968.5,738194.1875,714700.4375,729424.375,1889100462600
2020-06-08,736812.8125,738466.4375,730342.125,737059.9375,1620163934552
2020-06-09,739674.75,741707.875,730532.0625,737029.25,1790937723912
2020-06-10,746965.1875,749608.5,735070.0625,739555.375,1945463807353
2020-06-11,708222.8125,751236.4375,705290.5625,746964.0,2298028235225
2020-06-12,720136.4375,724027.375,705493.0,708139.9375,1717430648890
2020-06-13,719713.625,721075.875,713692.6875,720128.25,1334133230095
2020-06-14,712992.6875,720244.875,710019.25,719886.5625,1442555993737
2020-06-15,718047.8125,721046.75,684210.75,712935.5625,2028596843824
2020-06-16,728741.8125,726470.375,714233.125,718318.625,1647690113206
2020-06-17,724133.625,728927.0,711676.0,728417.8125,1541240975009
2020-06-18,719070.6875,724326.625,712640.0,724233.8125,1357645838650
2020-06-19,708232.3125,718565.4375,707185.9375,718952.5625,1497001184440
2020-06-20,711612.0,716387.75,705133.5,708456.625,1306242337463
2020-06-21,709423.625,716855.625,709179.6875,711504.125,1168513976231
2020-06-22,731276.8125,731543.6875,708956.6875,709216.6875,1599473936264
2020-06-23,728123.0,730299.75,723541.9375,730925.0,1285899786104
2020-06-24,705452.875,732440.75,702283.5,728311.375,1436241910945
2020-06-25,699862.625,705446.875,689129.875,705492.0,1406253576657
2020-06-26,692973.125,705131.9375,688660.8125,699574.1875,1387128378290
2020-06-27,684084.8125,696368.3125,680517.125,693344.1875,1306329488325
2020-06-28,691438.1875,695592.0625,678801.0625,684317.0,1101093818614
2020-06-29,694011.0625,697373.9375,682942.5,691169.5,1242953193437
2020-06-30,690443.9375,695808.25,686641.0625,693612.875,1188957538042
2020-07-01,696325.6875,703142.5625,687681.0625,691047.75,1205137468686
2020-07-02,683252.1875,692955.75,675871.6875,696538.0625,1223621478854
2020-07-03,678634.875,687875.6875,676505.8125,683359.4375,976730347665
2020-07-04,682009.1875,685803.4375,676120.0625,678405.5625,917849897427
2020-07-05,677638.0,684226.8125,670295.0,681531.4375,963620628770
2020-07-06,699483.0625,699483.0625,676498.6875,677556.375,1334677680387
2020-07-07,693029.3125,698375.5625,688525.9375,697519.875,1036640466392
2020-07-08,706560.625,708260.5,692829.625,693084.9375,1476497627657
2020-07-09,697124.25,706637.0625,693951.125,706535.1875,1352529585977
2020-07-10,697383.125,698034.3125,686015.6875,696777.8125,1267178358011
2020-07-11,694832.4375,698489.8125,691421.375,697285.75,996333640797
2020-07-12,697210.0,700778.375,691606.875,694885.75,1086221282035
2020-07-13,695231.125,699493.1875,693621.25,697263.0,1317701673086
2020-07-14,696265.9375,699261.375,691401.0,694861.8125,1362296368753
2020-07-15,690849.5625,698685.6875,688936.375,696166.75,1190745045898
2020-07-16,686567.75,692463.4375,684093.1875,690785.125,1181387863829
2020-07-17,685416.75,688381.1875,683085.375,686536.5,1044414045493
2020-07-18,685989.5625,691377.9375,681629.375,685401.1875,917689709062
2020-07-19,687995.0625,689162.125,681390.3125,685912.125,969099478575
2020-07-20,685029.5,690701.75,683883.625,688100.1875,1028236183087
2020-07-21,698836.9375,701946.875,683920.125,684901.125,1346969882504
2020-07-22,710687.8125,711032.5,697086.8125,698851.3125,1233472363541
2020-07-23,717179.625,719008.0,710468.4375,710820.5625,1358326921594
2020-07-24,712641.4375,719101.0,709836.6875,717512.1875,1236900647229
2020-07-25,723119.375,725170.125,712142.25,712835.1875,1241182567432
2020-07-26,740510.875,749026.0,721306.125,723352.625,1533179194456
2020-07-27,822141.9375,844274.75,740086.625,740514.6875,2644988510540
2020-07-28,817375.875,838111.1875,796006.5,824131.0,2154629063795
2020-07-29,830489.3125,845689.875,813217.8125,817385.625,1841756769466
2020-07-30,830777.6875,836322.375,815859.1875,830441.75,1709020425459
2020-07-31,848466.1875,855488.1875,821144.875,830702.6875,1735411683549
2020-08-01,881145.125,883781.3125,842188.3125,848399.0625,1953847368222
2020-08-02,828115.3125,901717.1875,825587.375,881083.0625,2053509041874
2020-08-03,845338.0625,861675.75,825028.625,827377.75,1523734612035
2020-08-04,841131.125,855775.9375,834275.4375,845327.125,1595071601533
2020-08-05,878648.375,882705.0625,837241.1875,840975.75,1825901733931
2020-08-06,882346.75,892378.25,867960.875,878861.4375,1752798336898
2020-08-07,870409.25,892382.75,855681.0625,882280.875,1735519260887
2020-08-08,881853.25,885308.8125,867180.0625,870640.375,1318352530713
2020-08-09,875972.8125,885755.375,865821.0625,880598.75,1312158602302
2020-08-10,889387.3125,902903.8125,874961.3125,874961.3125,1955324392663
2020-08-11,851413.5,893479.0625,836220.375,889652.125,2017613941351
2020-08-12,866195.5625,877887.6875,841526.75,850971.125,1874054634565
2020-08-13,881735.6875,882652.9375,839458.8125,866455.0625,2059319651549
2020-08-14,880955.25,909529.1875,874945.5625,880876.875,1814325118797
2020-08-15,888203.3125,895502.0,880942.3125,880942.3125,1748225859510
2020-08-16,890807.1875,893383.4375,878583.75,888277.1875,1541757377092
2020-08-17,915978.5625,923830.75,883527.0625,891020.9375,2109932099421
2020-08-18,894266.0,922063.25,892194.375,915791.25,1942216674956
2020-08-19,881539.6875,897081.625,876323.25,894240.0,1837022853393
2020-08-20,890749.0,892342.1875,878565.0625,881780.8125,1512924319465
2020-08-21,868617.0625,892505.75,866555.8125,890723.125,1780501946403
2020-08-22,875311.0,875879.125,857851.0,868091.75,1515384497622
2020-08-23,873954.3125,877679.125,866176.8125,875151.4375,1384714041033
2020-08-24,873601.4375,875105.5,870837.75,873867.5625,1534438912741
2020-08-25,843803.6875,873591.0625,830927.5625,873526.75,1952582014930
2020-08-26,853137.9375,856043.6875,838498.4375,843860.0625,1668397832707
2020-08-27,835375.125,855094.4375,826108.625,852933.3125,1714544191919
2020-08-28,844085.6875,844313.5625,837245.6875,835515.1875,1448465529783
2020-08-29,841479.8125,847240.5,838512.8125,843980.0,1278695535729
2020-08-30,856445.4375,856720.3125,840420.625,841615.0,1445029504408
2020-08-31,857813.75,863236.4375,853660.75,856577.125,1636629541661
2020-09-01,874639.1875,881649.3125,852007.75,857703.3125,1995555661744
2020-09-02,836109.375,874225.9375,827301.8125,874225.9375,2053817012968
2020-09-03,752531.375,838189.375,747916.3125,835608.125,2345102059364
2020-09-04,769950.4375,780135.0625,748254.3125,751434.625,2194831932382
2020-09-05,744882.125,775059.875,728556.1875,770002.875,3289967724658
2020-09-06,753452.625,758517.0,736628.6875,744710.0,2716987594276
2020-09-07,761595.1875,764267.625,728510.75,753499.9375,2475332488446
2020-09-08,747574.6875,768096.375,734651.8125,761576.3125,2466769382478
2020-09-09,751046.25,759233.0,738947.5625,747769.125,1769268593396
2020-09-10,762048.75,770357.4375,750737.4375,751045.0,4000753318586
2020-09-11,764222.8125,766641.25,745097.875,762481.8125,3321220224084
2020-09-12,767254.125,777296.0,756248.5625,764880.1875,2700267056463
2020-09-13,758577.6875,777176.75,751248.0,768005.6875,2682481414050
2020-09-14,783969.75,792928.1875,754339.6875,758943.4375,2602280505622
2020-09-15,794767.375,805171.375,784334.625,783743.5,2393032232039
2020-09-16,807217.4375,815449.0,787992.4375,794827.0625,2263169427714
2020-09-17,805666.625,812299.5625,793557.125,807095.875,2807349510546
2020-09-18,805632.625,810188.4375,796956.625,805874.875,1939031498276
2020-09-19,816656.5,819582.25,803058.625,804835.1875,1675676471628
2020-09-20,804346.375,816768.625,796055.25,816768.625,1816280864904
2020-09-21,769813.625,806349.1875,764050.5,804100.375,2125359717484
2020-09-22,774611.125,776882.5625,764245.6875,769619.6875,1736278221617
2020-09-23,755983.125,774563.5625,752378.125,774392.9375,1755172671003
2020-09-24,795464.8125,793664.1875,754612.3125,756174.9375,3485266219109
2020-09-25,788047.9375,794052.125,780463.0625,795541.9375,2899971479263
2020-09-26,792322.9375,793964.625,786173.25,788258.5625,3453007702545
2020-09-27,794132.5,796248.125,782904.0,792040.625,3961053849771
2020-09-28,789998.0,807206.75,789346.3125,794231.5625,3523195435427
2020-09-29,799537.4375,800626.375,785661.1875,789997.875,3434357063083
2020-09-30,793039.1875,799730.3125,786841.4375,799480.625,3248126397692
2020-10-01,777921.0625,800458.3125,766901.125,793830.625,2931868673426
2020-10-02,775458.0,781406.125,765600.625,777948.125,3567984321045
2020-10-03,773504.25,777141.875,770703.375,775393.875,3274607227728
2020-10-04,782322.0625,783525.3125,772409.0,773585.75,5224369177716
2020-10-05,789166.375,789178.6875,778878.125,782831.4375,3475759930575
2020-10-06,780679.375,789476.25,774550.375,789383.3125,3137888250620
2020-10-07,782445.125,783414.75,777823.0,780602.0625,2772151802549
2020-10-08,799923.3125,802546.375,773526.0,782474.625,4639834763008
2020-10-09,807276.125,810357.8125,793712.75,800819.3125,1663450979971
2020-10-10,824196.0625,834837.4375,806727.625,806888.3125,1669204771338
2020-10-11,831216.6875,833859.9375,823631.8125,824175.6875,1458010383089
2020-10-12,847598.0,858097.1875,824034.5,831833.9375,1919154865435
2020-10-13,838872.9375,847133.625,831402.875,847110.75,1779769924759
2020-10-14,837731.9375,845284.3125,828964.625,839104.125,1766673797757
2020-10-15,843431.0625,848900.8125,830131.0,837519.0625,1796665020298
2020-10-16,831547.75,846780.875,823297.9375,843979.75,1882785323890
2020-10-17,834190.1875,836258.375,828846.6875,831547.75,1405025070206
2020-10-18,843384.5,843384.5,833417.375,834034.5625,1342800743994
2020-10-19,861833.8125,865449.4375,837054.75,844242.1875,1751316088616
2020-10-20,875624.8125,881448.0,856953.375,862122.875,2271727094031
2020-10-21,945436.75,971858.125,874730.875,875385.4375,3200784420125
2020-10-22,955938.875,969913.375,937535.9375,943810.8125,2560527931838
2020-10-23,954789.1875,958655.4375,941559.1875,956355.9375,2139342650611
2020-10-24,967822.6875,970554.8125,951408.125,954791.75,1812061184126
2020-10-25,962171.1875,984149.0,953203.375,967822.6875,1802111974712
2020-10-26,966898.375,978685.3125,948453.0,962173.1875,2178638339511
2020-10-27,1007752.875,1015658.9375,965728.0625,966898.0,2490917891024
2020-10-28,984616.5625,1019734.375,957976.625,1007752.5625,2661050189792
2020-10-29,998199.5625,1012870.4375,966485.5,984617.5625,4196924078909
2020-10-30,1010758.25,1016995.625,980091.75,998198.8125,2281802563611
2020-10-31,1028253.1875,1046699.1875,1004118.1875,1010759.0625,2261282224700
2020-11-01,1025276.0625,1034299.8125,1016865.875,1028253.1875,1825125862394
2020-11-02,1008973.5,1031586.0625,986205.625,1025270.25,2291251805569
2020-11-03,1041555.25,1044144.625,991763.875,1008970.625,2230145847154
2020-11-04,1048590.375,1056543.875,1016294.625,1041569.25,2605309453786
2020-11-05,1155050.875,1164434.25,1046237.5,1048592.375,3028985122086
2020-11-06,1151581.75,1176536.375,1126938.375,1155042.0,2947249362565
2020-11-07,1097418.25,1164248.375,1067045.125,1151581.75,2591186353838
2020-11-08,1145147.375,1156867.0,1090786.25,1097418.125,1970187619852
2020-11-09,1133938.25,1167243.875,1101734.75,1145149.5,2525579799538
2020-11-10,1135889.25,1145966.25,1124124.875,1133940.75,1899841952446
2020-11-11,1170436.875,1185911.125,1135822.75,1135889.75,2219344622849
2020-11-12,1218894.75,1217627.5,1159283.125,1170433.75,2559337102991
2020-11-13,1216295.125,1229186.25,1191920.875,1218901.875,2355359787581
2020-11-14,1197685.375,1216295.125,1173911.75,1216295.125,2048428961902
2020-11-15,1189296.0,1201782.75,1177216.875,1197685.375,1763109616493
2020-11-16,1243985.5,1249956.125,1184542.625,1189295.25,2346170051383
2020-11-17,1315554.25,1323503.75,1232982.75,1241721.625,2908157863245
2020-11-18,1321773.875,1370303.875,1285986.75,1315538.125,3642583038828
2020-11-19,1320301.625,1343927.625,1290906.875,1321763.125,2740707255507
2020-11-20,1381006.0,1391527.125,1316624.0,1320301.125,2743489562504
2020-11-21,1382557.375,1404390.0,1367882.5,1381006.125,2940564699111
2020-11-22,1362157.375,1386023.5,1310556.75,1382557.375,3060992950047
2020-11-23,1363430.5,1385646.625,1334219.875,1362158.5,3173281998430
2020-11-24,1413212.875,1432885.5,1340972.125,1363496.875,3806755938476
2020-11-25,1382251.625,1432784.125,1371111.125,1412987.0,3225406940101
2020-11-26,1266291.375,1392131.875,1206936.125,1382083.375,4533146341225
2020-11-27,1264934.5,1288080.625,1223648.75,1266534.25,2875129367005
2020-11-28,1310423.375,1320521.125,1250753.25,1265269.625,2411252845209
2020-11-29,1344213.625,1352301.875,1298715.375,1310587.625,2302336869178
2020-11-30,1452322.5,1460409.875,1344275.625,1344275.625,3531933561567
2020-12-01,1385217.0,1461725.75,1349377.375,1452909.75,3656511984757
2020-12-02,1414407.125,1423786.75,1347150.0,1385124.625,2754084326172
2020-12-03,1437778.25,1444759.0,1397163.375,1414763.25,2360903848929
2020-12-04,1380015.625,1441099.75,1379825.75,1437894.25,2499733123696
2020-12-05,1413554.5,1414013.375,1371929.375,1379913.75,2010453682155
2020-12-06,1427727.5,1431076.625,1394637.125,1413550.75,1866755921934
2020-12-07,1416537.0,1432650.625,1397255.875,1427580.5,1985223984237
2020-12-08,1350741.875,1422506.5,1346952.625,1416529.5,2336540800241
2020-12-09,1369604.5,1374761.0,1319207.5,1350722.75,2540827506917
2020-12-10,1347820.25,1369559.125,1323462.625,1369559.125,1885187932868
2020-12-11,1331632.875,1348075.625,1300480.0,1347741.875,2058746862869
2020-12-12,1386549.75,1395095.5,1330684.375,1331073.625,1603998328936
2020-12-13,1411568.625,1429161.5,1381437.875,1386779.0,1876730027987
2020-12-14,1417556.75,1421642.25,1401962.0,1411724.25,1655258315734
2020-12-15,1427655.25,1434595.25,1405073.0,1417577.125,1966224483302
2020-12-16,1568584.75,1579503.5,1423360.875,1427783.25,3268763259634
2020-12-17,1676864.375,1737833.625,1563722.75,1568419.375,5248471710418
2020-12-18,1703118.125,1708066.25,1646619.375,1676984.625,2972835919879
2020-12-19,1756989.125,1772890.0,1680190.375,1702743.125,2832956689836
2020-12-20,1727846.0,1782002.875,1703835.875,1756395.375,2785201621724
2020-12-21,1685955.875,1773343.25,1640704.25,1727637.0,3390140629224
2020-12-22,1762833.75,1763343.25,1657446.625,1685287.375,3274067671735
2020-12-23,1716141.375,1772905.25,1683869.25,1762755.625,3776633515645
2020-12-24,1745972.625,1748355.125,1678788.625,1716057.0,3021824849377
2020-12-25,1814318.625,1817651.625,1726106.125,1745797.625,3094511275497
2020-12-26,1944683.375,1965356.0,1803865.75,1815217.875,3555303667369
2020-12-27,1936930.75,2089131.0,1914396.625,1944855.25,4901245194984
2020-12-28,1991956.25,2013748.875,1932164.125,1937559.5,3607885465491
2020-12-29,2009443.875,2010052.25,1907740.5,1991735.75,3324242771985
2020-12-30,2110859.25,2117999.5,2009271.625,2009271.625,3753709980901
2020-12-31,2118790.25,2140422.25,2058085.375,2110904.75,3415796168900
2021-01-01,2147022.75,2163227.25,2104315.0,2118227.0,2977069369481
2021-01-02,2348254.25,2423382.25,2126340.0,2147191.25,4960436300944
2021-01-03,2395940.25,2529617.25,2342776.0,2348410.75,5749407146511
2021-01-04,2336819.0,2437574.75,2097177.5,2398054.25,5932217878548
2021-01-05,2487166.5,2518591.25,2209558.75,2337193.75,4942319614003
2021-01-06,2693424.25,2697471.5,2454056.75,2488716.75,5506853873887
2021-01-07,2891625.75,2951202.0,2671167.0,2694120.0,6225397405318
2021-01-08,2993704.25,3074446.0,2704389.0,2892413.25,6465276914895
2021-01-09,2953814.25,3038962.0,2860393.25,2993046.0,4548298694325
2021-01-10,2813688.5,3039347.25,2640494.25,2953790.0,5867095800818
2021-01-11,2614815.75,2812961.5,2245556.0,2812961.5,9066373101192
2021-01-12,2481337.5,2680655.75,2397142.75,2611118.25,5469385028831
2021-01-13,2730439.75,2751168.5,2383596.25,2480764.0,5075390260328
2021-01-14,2864221.75,2920723.25,2697886.5,2731080.0,4649725155669
2021-01-15,2694199.0,2891636.5,2536069.75,2861983.75,4957478687690
2021-01-16,2645725.5,2770214.0,2605899.75,2693927.0,4220082430105
2021-01-17,2617995.75,2686699.0,2492596.75,2644665.75,3829924063089
2021-01-18,2680935.25,2734263.25,2555848.5,2618066.0,3623734467416
2021-01-19,2640030.25,2762476.0,2640030.25,2681825.0,4189831295290
2021-01-20,2591756.25,2662615.25,2448464.5,2638588.75,4872851852967
2021-01-21,2248893.5,2592080.25,2207020.75,2591876.25,5518551349620
2021-01-22,2409401.0,2467827.25,2112309.25,2248304.5,5636084568950
2021-01-23,2340918.75,2435331.5,2298981.75,2407940.5,3529866859354
2021-01-24,2356991.0,2404893.0,2270769.5,2340680.25,3550798540158
2021-01-25,2361793.5,2538292.5,2340924.5,2356729.75,4370720855214
